t,controller,trajectory,run_id,odom_x,odom_y,odom_yaw,odom_v,odom_w,desired_x,desired_y,desired_yaw,error_ex,error_ey,error_etheta,cmd_v,cmd_w
30.98,Backstepping,circle,sim,-0.3283066583947572,0.0528692044249094,-0.33105236150905587,0.20149788227482995,0.20107856910277888,-0.33083220983199757,0.056310406469544105,-0.3371853071795859,0.0005132608139030986,0.002419323246034988,-0.002111374288474466,0.2004101628611495,0.19947217698229006
31.0,Backstepping,circle,sim,-0.32449552730550235,0.051559314401163354,-0.3270309291582694,0.20149771744237072,0.20107161753932343,-0.32705481486974064,0.05499463066577248,-0.3331853071795863,0.0004930242320304761,0.00241691456677848,-0.0021329456705304057,0.20039396444007354,0.19945376374946175
31.02,Backstepping,circle,sim,-0.32067885333770074,0.05026465730963608,-0.32301260325262693,0.20151387769292858,0.20091629528212568,-0.32327218703742217,0.053693974927749966,-0.3291853071795859,0.0004727807305410286,0.0024145010573827924,-0.002154378021316461,0.20037776045014646,0.1994354594237184
31.04,Backstepping,circle,sim,-0.3168561251615536,0.04898505180346331,-0.3189940118156435,0.2015604187342891,0.20092957184916932,-0.31948438685700836,0.05240846006594091,-0.32518530717958627,0.0004521966345220553,0.002412085951031754,-0.0021727039269593407,0.20036128524356794,0.19941963948246855
31.060000000000002,Backstepping,circle,sim,-0.3130278378585095,0.04772067067588869,-0.31497476097714944,0.2015839980654183,0.20096254192470647,-0.3156914749332197,0.05113810664855534,-0.3211853071795859,0.0004306725200199496,0.0024096839006044154,-0.0021912953639423582,0.20034405783867093,0.19940361338408366
31.080000000000002,Backstepping,circle,sim,-0.3091937716136521,0.04647144936437771,-0.31095667536759763,0.20162228209630348,0.20090428047759057,-0.3118935119525668,0.049882935001220985,-0.3171853071795854,0.0004086686186624218,0.0024072956265523337,-0.002210546202435937,0.20032644624367762,0.19938706637904485
31.1,Backstepping,circle,sim,-0.305356013534498,0.04523806043259348,-0.3069418183331745,0.2015541821146375,0.20074285172115447,-0.3080905586823773,0.048642965206657784,-0.31318530717958587,0.00038588649430256047,0.0024049223352366643,-0.0022286318119882353,0.2003082125156723,0.1993714587472117
31.12,Backstepping,circle,sim,-0.30151239599370316,0.04401979197612366,-0.3029263828764266,0.20160340914736014,0.20077177283739742,-0.30428267596982145,0.047418217104355564,-0.3091853071795863,0.00036444894300885977,0.0024025639656654755,-0.0022434888464117897,0.2002910558303978,0.19935844113199266
31.14,Backstepping,circle,sim,-0.2976641213580632,0.042817030789523404,-0.29891235912909814,0.2015927338925073,0.2007011873664237,-0.3004699247409406,0.04620871029025775,-0.30518530717958586,0.00034201869900886623,0.0024002360109614835,-0.002258924303159271,0.20027310468552334,0.1993449753796272
31.16,Backstepping,circle,sim,-0.2938113174581834,0.04162980878643424,-0.29489884964063934,0.20157873136536505,0.20067547442294378,-0.2966523659996747,0.04501446411644794,-0.30118530717958625,0.0003197891428685551,0.0023979359948943266,-0.0022729480504881105,0.20025531468523328,0.19933265240285375
