file,controller,trajectory,run_id,source,start_time_s,end_time_s,n_samples,duration_s,rmse_ex_m,rmse_ey_m,rmse_etheta_rad,rmse_position_m,mae_position_m,max_position_m,mae_heading_rad,max_heading_rad,convergence_time_s,mean_abs_cmd_v,mean_abs_cmd_w
/home/hoang/Paper1/paper_results/sim/circle_backstepping_sim.csv,Backstepping,circle,sim,odom,0.0,,4001,80.0,0.005531383158532496,0.004600638262308262,0.014808543810724231,0.007678355890544964,0.00518483792669678,0.05818888654974551,0.004572109355255228,0.08889125639577876,0.36,0.1980694326284089,0.1982403154633993
/home/hoang/Paper1/paper_results/sim/circle_bsmc_sim.csv,BSMC,circle,sim,odom,0.0,,4001,80.0,0.005517532803415608,0.004592063192439151,0.014734203048466347,0.00767175037833683,0.005176279269299268,0.05818928325702011,0.004544028847383051,0.08872762201754458,0.36,0.19805937877431107,0.19821312570216706
