trajectory,controller,source,n_runs,rmse_ex_m_mean,rmse_ex_m_std,rmse_ey_m_mean,rmse_ey_m_std,rmse_etheta_rad_mean,rmse_etheta_rad_std,rmse_position_m_mean,rmse_position_m_std,mae_position_m_mean,mae_position_m_std,max_position_m_mean,max_position_m_std,convergence_time_s_mean,convergence_time_s_std
circle,BSMC,odom,1,0.005517532803415608,0.0,0.004592063192439151,0.0,0.014734203048466347,0.0,0.00767175037833683,0.0,0.005176279269299268,0.0,0.05818928325702011,0.0,0.36,0.0
circle,Backstepping,odom,1,0.005531383158532496,0.0,0.004600638262308262,0.0,0.014808543810724231,0.0,0.007678355890544964,0.0,0.00518483792669678,0.0,0.05818888654974551,0.0,0.36,0.0
