t,ros_time,controller,trajectory,run_id,odom_stamp,odom_x,odom_y,odom_yaw,odom_v,odom_w,camera_stamp,camera_x,camera_y,camera_yaw,camera_age_s,desired_stamp,desired_x,desired_y,desired_yaw,error_stamp,error_ex,error_ey,error_etheta,camera_error_ex,camera_error_ey,camera_error_etheta,cmd_stamp,cmd_v,cmd_w,espnow_link_stamp,espnow_rx_time,espnow_robot_time_ms,espnow_seq,espnow_interarrival_ms,espnow_seq_gap
0.042528629302978516,1784449350.818877,BSMC,eight,eight_bsmc_center_k2_r02,1784449350.8142085,0.001435261544548167,0.021142187144712023,0.020283325790189394,-1.362113946473595e-07,8.626148432887354e-05,1784449350.8055315,0.0014350530691444874,0.021130768582224846,0.02020038343216372,0.013345479965209961,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1784449350.8179734,9830.4794921875,nan,nan,50.97216033935547,nan
0.08249640464782715,1784449350.8588448,BSMC,eight,eight_bsmc_center_k2_r02,1784449350.8142085,0.001435261544548167,0.021142187144712023,0.020283325790189394,-1.362113946473595e-07,8.626148432887354e-05,1784449350.854592,0.0014350530691444874,0.021130995824933052,0.020198985936622053,0.00425267219543457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1784449350.855318,0.0,0.0,1784449350.8179734,9830.4794921875,nan,nan,50.97216033935547,nan
0.12285399436950684,1784449350.8992023,BSMC,eight,eight_bsmc_center_k2_r02,1784449350.863682,0.0014352296856426604,0.021141147006700278,0.020273768067682576,-1.377479646570677e-07,6.250141782147802e-05,1784449350.854592,0.0014350530691444874,0.021130995824933052,0.020198985936622053,0.04461026191711426,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1784449350.8956149,0.0,0.0,1784449350.8677537,9830.529296875,nan,nan,49.73774719238281,nan
0.16270017623901367,1784449350.9390485,BSMC,eight,eight_bsmc_center_k2_r02,1784449350.9135282,0.0014352017881463514,0.021140194804939037,0.020264669540041476,-1.3502616389776743e-07,4.166779792949172e-05,1784449350.9063396,0.0014350530691444874,0.021130995824933052,0.020198985936622053,0.03270888328552246,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1784449350.9355712,0.0,0.0,1784449350.9178083,9830.5791015625,nan,nan,50.079017639160156,nan
0.2028217315673828,1784449350.97917,BSMC,eight,eight_bsmc_center_k2_r02,1784449350.963729,0.0014351777232958314,0.021139334143655035,0.02025625298007647,-1.2770581662797015e-07,2.41145845763113e-05,1784449350.954598,0.0014350530691444874,0.021130995824933052,0.020198985936622053,0.024572134017944336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1784449350.97513,0.0,0.0,1784449350.9680214,9830.62890625,nan,nan,50.16524887084961,nan
0.24273014068603516,1784449351.0190785,BSMC,eight,eight_bsmc_center_k2_r02,1784449351.0137331,0.001435158938604395,0.021138892967250942,0.020255054349250904,-1.1169234698241878e-07,1.9681742476497988e-05,1784449351.007743,0.001435053301975131,0.02113465964794159,0.020243058568432983,0.011335611343383789,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1784449351.0150754,0.0,0.0,1784449351.0177073,9830.6796875,nan,nan,49.98822021484375,nan
0.28243064880371094,1784449351.058779,BSMC,eight,eight_bsmc_center_k2_r02,1784449351.0137331,0.001435158938604395,0.021138892967250942,0.020255054349250904,-1.1169234698241878e-07,1.9681742476497988e-05,1784449351.05706,0.001435053301975131,0.02113465964794159,0.020243058568432983,0.0017189979553222656,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1784449351.0551689,0.0,0.0,1784449351.0177073,9830.6796875,nan,nan,49.98822021484375,nan
0.322629451751709,1784449351.0989778,BSMC,eight,eight_bsmc_center_k2_r02,1784449351.0634806,0.0014351428064306806,0.021138493356385398,0.02025388289806257,-9.756578960304692e-08,1.5770853440730267e-05,1784449351.05706,0.001435053301975131,0.02113465964794159,0.020243058568432983,0.04191780090332031,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1784449351.0955133,0.0,0.0,1784449351.068894,9830.73046875,nan,nan,50.96268081665039,nan
0.36280274391174316,1784449351.139151,BSMC,eight,eight_bsmc_center_k2_r02,1784449351.114136,0.001435128903552391,0.021138132068346728,0.020252773885347512,-8.484088509176893e-08,1.2357578439114707e-05,1784449351.1050382,0.001435053301975131,0.02113465964794159,0.020243058568432983,0.03411293029785156,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1784449351.1348746,0.0,0.0,1784449351.1182237,9830.779296875,nan,nan,49.50286102294922,nan
0.40254807472229004,1784449351.1788964,BSMC,eight,eight_bsmc_center_k2_r02,1784449351.163926,0.0014351128817234658,0.021137100836763723,0.020223627251306043,-8.934879139918164e-08,-3.47889591904109e-05,1784449351.1555781,0.0014350529527291656,0.02112721838057041,0.02005895510983616,0.02331829071044922,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1784449351.1752954,0.0,0.0,1784449351.1696153,9830.8310546875,nan,nan,51.305015563964844,nan
