file,n_active,active_duration_s,rmse_ex_m,mean_ex_m,rmse_ey_m,mean_ey_m,rmse_etheta_rad,rmse_position_m,max_position_m,camera_aligned_rmse_position_m,camera_aligned_max_position_m,camera_aligned_rmse_heading_rad,convergence_time_s,convergence_penalty_s,cmd_v_delta_std,cmd_w_delta_std,command_saturation_fraction,trajectory_closure_error_m,score,controller,run_id,k1,k2,k3,ks1,ks2,phi1,phi2
/home/hoang/Paper1/paper_logs/square_manual/20260717_142717_square_BSMC_fusion_manual_v1.csv,1093,43.679298400878906,0.019946942325661052,0.0011627356280035138,0.057337651034574916,-0.010966078880657969,0.2831909065812929,0.060681892608711416,0.14216720252925588,0.059363538466217974,0.13205180262454375,0.25437418342781243,14.639509677886963,14.639509677886963,0.0021282766025890573,0.05815491556349875,0.16193961573650503,0.39226106376833264,0.14147486963471828,BSMC,manual_v1,0.8,6.0,6.0,0.08,0.1,1.0,1.5
