file,controller,trajectory,run_id,source,start_time_s,end_time_s,n_samples,duration_s,rmse_ex_m,rmse_ey_m,rmse_etheta_rad,rmse_position_m,mae_position_m,max_position_m,mae_heading_rad,max_heading_rad,convergence_time_s,mean_abs_cmd_v,mean_abs_cmd_w
paper_logs/20260711_161747_circle_BSMC_fusion_run1.csv,unknown,unknown,fusion_run1,odom,20.0,,2904,116.11957311630249,0.040504878808073026,0.007059085797101034,0.007985768859271315,0.0707333617894314,0.0633231954306687,0.10988490074416853,0.004986865153645621,0.04893553042967527,20.00041651725769,0.06209051568394021,0.06361079653986063
