trajectory,controller,source,n_runs,rmse_ex_m_mean,rmse_ex_m_std,rmse_ey_m_mean,rmse_ey_m_std,rmse_etheta_rad_mean,rmse_etheta_rad_std,rmse_position_m_mean,rmse_position_m_std,mae_position_m_mean,mae_position_m_std,max_position_m_mean,max_position_m_std,convergence_time_s_mean,convergence_time_s_std
unknown,unknown,odom,1,0.049431412742245745,0.0,0.04511123909191912,0.0,0.027096807231610835,0.0,0.06832798443485931,0.0,0.0667790870254033,0.0,0.12413140529534547,0.0,2.2803618907928467,0.0
