file,controller,trajectory,run_id,source,status,odom_topic,start_camera_x,start_camera_y,start_camera_yaw,k1,k2,k3,ks1,ks2,phi1,phi2,yaw_bias_gain,radius_feedback_gain,radius_position_gain,side_length,corner_radius,corner_speed,desired_speed,max_w,max_w_accel,square_laps,turn_feedforward_scale,path_following,path_lookahead,max_progress_rate,k2_straight,k3_straight,ki_y_straight,ey_integral_limit,stop_turn_go
/home/hoang/Paper1/paper_logs/square_continuous_tight/20260717_161912_square_BSMC_fusion_square_continuous_tight_v1.csv,BSMC,square,square_continuous_tight_v1,fusion,complete,/odometry/filtered,-1.0226091742515564,-1.0025607198476791,0.02367202258441922,0.8,3.0,9.0,0.08,0.1,1.0,1.5,0.0,0.0,0.0,2.0,0.06,0.04,0.1,0.85,0.0,1.0,1.0,True,0.0,0.3,3.0,11.0,0.08,0.4,False
