candidate,k1,k2,k3,ks1,ks2,phi1,phi2,n_runs,objective_mean,objective_std,objective_robust,camera_rmse_mean_m,camera_rmse_std_m,convergence_mean_s,worst_position_m
1,0.4,2.4,3.5,0.2,0.4,1.0,1.5,2,0.05517399207579873,0.00023938597964719003,0.05529368506562233,0.05182331126339262,0.00021829215970026723,0.0,0.13964777849279417
2,0.5238327648331624,1.7542458696225096,5.731074074759049,0.026368704566925114,0.27026159213181117,0.11560505849153262,0.06155082466091445,2,0.09088853646426594,0.0028596350905143015,0.09231835400952308,0.05139376408791687,0.001349716365280296,0.0,0.13556453246198535
