file,controller,trajectory,run_id,source,start_time_s,end_time_s,n_samples,duration_s,rmse_ex_m,rmse_ey_m,rmse_etheta_rad,rmse_position_m,mae_position_m,max_position_m,mae_heading_rad,max_heading_rad,convergence_time_s,mean_abs_cmd_v,mean_abs_cmd_w
/home/hoang/Paper1/paper_logs/optuna_tuning/square/20260717_135426_square_BSMC_fusion_optuna_t001_r01.csv,BSMC,square,baseline_135426,camera,5.0,,2013,80.47977828979492,0.023603650825405578,0.03572456133841812,0.3310369460026949,0.042817947348163105,0.0363258205233698,0.11412965537688033,0.20429843885525312,1.0312368669223946,5.000213861465454,0.09301989763756663,0.2591232681139853
