t,ros_time,condition,distance_m,rx_time,robot_time_ms,seq,interarrival_ms,seq_gap
0.0,1783849906.9228623,moving,10.0,19237.345703125,nan,nan,57.799617767333984,nan
0.0542452335357666,1783849906.9771075,moving,10.0,19237.400390625,nan,nan,53.927215576171875,nan
0.10381054878234863,1783849907.0266728,moving,10.0,19237.451171875,nan,nan,50.1763801574707,nan
0.1758863925933838,1783849907.0987487,moving,10.0,19237.5234375,nan,nan,72.07156372070312,nan
0.20763134956359863,1783849907.1304936,moving,10.0,19237.5546875,nan,nan,31.85074806213379,nan
0.25813722610473633,1783849907.1809995,moving,10.0,19237.60546875,nan,nan,50.233821868896484,nan
0.2919285297393799,1783849907.2147908,moving,10.0,19237.638671875,nan,nan,33.926090240478516,nan
0.3418428897857666,1783849907.2647052,moving,10.0,19237.689453125,nan,nan,49.96586990356445,nan
0.392758846282959,1783849907.3156211,moving,10.0,19237.740234375,nan,nan,50.9536018371582,nan
0.4424445629119873,1783849907.3653069,moving,10.0,19237.7890625,nan,nan,49.78763961791992,nan
0.512786865234375,1783849907.4356492,moving,10.0,19237.859375,nan,nan,70.25703430175781,nan
0.5695528984069824,1783849907.4924152,moving,10.0,19237.916015625,nan,nan,55.89707565307617,nan
0.5960969924926758,1783849907.5189593,moving,10.0,19237.943359375,nan,nan,27.209434509277344,nan
0.6422140598297119,1783849907.5650764,moving,10.0,19237.98828125,nan,nan,46.291954040527344,nan
0.69877028465271,1783849907.6216326,moving,10.0,19238.044921875,nan,nan,56.493797302246094,nan
0.7424602508544922,1783849907.6653225,moving,10.0,19238.08984375,nan,nan,43.79383850097656,nan
0.8006706237792969,1783849907.723533,moving,10.0,19238.146484375,nan,nan,58.00577163696289,nan
0.8448493480682373,1783849907.7677116,moving,10.0,19238.19140625,nan,nan,44.270721435546875,nan
0.8934736251831055,1783849907.816336,moving,10.0,19238.240234375,nan,nan,48.74874496459961,nan
0.9426794052124023,1783849907.8655417,moving,10.0,19238.2890625,nan,nan,49.28190612792969,nan
0.9946095943450928,1783849907.917472,moving,10.0,19238.341796875,nan,nan,51.84584045410156,nan
1.0428109169006348,1783849907.9656732,moving,10.0,19238.388671875,nan,nan,47.91151809692383,nan
1.0944254398345947,1783849908.0172877,moving,10.0,19238.44140625,nan,nan,51.970794677734375,nan
1.1430604457855225,1783849908.0659227,moving,10.0,19238.490234375,nan,nan,48.51741027832031,nan
1.1977145671844482,1783849908.1205769,moving,10.0,19238.544921875,nan,nan,54.713226318359375,nan
1.2446603775024414,1783849908.1675227,moving,10.0,19238.591796875,nan,nan,46.94719696044922,nan
1.2985143661499023,1783849908.2213767,moving,10.0,19238.64453125,nan,nan,53.89687728881836,nan
1.343541145324707,1783849908.2664034,moving,10.0,19238.689453125,nan,nan,44.949642181396484,nan
1.4027023315429688,1783849908.3255646,moving,10.0,19238.75,nan,nan,59.09409713745117,nan
1.4435312747955322,1783849908.3663936,moving,10.0,19238.791015625,nan,nan,40.97850036621094,nan
1.5065953731536865,1783849908.4294577,moving,10.0,19238.853515625,nan,nan,63.023250579833984,nan
1.5482120513916016,1783849908.4710743,moving,10.0,19238.89453125,nan,nan,41.670127868652344,nan
1.6103465557098389,1783849908.5332088,moving,10.0,19238.95703125,nan,nan,62.0135612487793,nan
1.6679625511169434,1783849908.5908248,moving,10.0,19239.013671875,nan,nan,57.37702560424805,nan
1.7258167266845703,1783849908.648679,moving,10.0,19239.072265625,nan,nan,58.100502014160156,nan
1.753575086593628,1783849908.6764374,moving,10.0,19239.099609375,nan,nan,27.778696060180664,nan
