t,ros_time,condition,distance_m,rx_time,robot_time_ms,seq,interarrival_ms,seq_gap
0.0,1783849675.7519636,static,5.0,19006.17578125,nan,nan,56.88675308227539,nan
0.048178911209106445,1783849675.8001425,static,5.0,19006.224609375,nan,nan,49.12644958496094,nan
0.09317350387573242,1783849675.8451371,static,5.0,19006.26953125,nan,nan,44.8483772277832,nan
0.13994121551513672,1783849675.8919048,static,5.0,19006.31640625,nan,nan,46.94470977783203,nan
0.19015789031982422,1783849675.9421215,static,5.0,19006.365234375,nan,nan,50.21072006225586,nan
0.24018144607543945,1783849675.992145,static,5.0,19006.416015625,nan,nan,49.91669845581055,nan
0.2901890277862549,1783849676.0421526,static,5.0,19006.466796875,nan,nan,50.09148025512695,nan
0.34313058853149414,1783849676.0950942,static,5.0,19006.517578125,nan,nan,51.955753326416016,nan
0.390775203704834,1783849676.1427388,static,5.0,19006.56640625,nan,nan,48.045284271240234,nan
0.44539690017700195,1783849676.1973605,static,5.0,19006.62109375,nan,nan,54.93540573120117,nan
0.49062323570251465,1783849676.2425869,static,5.0,19006.666015625,nan,nan,44.64790344238281,nan
0.5474629402160645,1783849676.2994266,static,5.0,19006.72265625,nan,nan,57.29316329956055,nan
0.5909411907196045,1783849676.3429048,static,5.0,19006.767578125,nan,nan,43.915863037109375,nan
0.6499223709106445,1783849676.401886,static,5.0,19006.826171875,nan,nan,58.96128845214844,nan
0.6928489208221436,1783849676.4448125,static,5.0,19006.869140625,nan,nan,42.92852783203125,nan
0.7411243915557861,1783849676.493088,static,5.0,19006.91796875,nan,nan,48.286014556884766,nan
0.7929837703704834,1783849676.5449474,static,5.0,19006.96875,nan,nan,51.83485794067383,nan
0.8414874076843262,1783849676.593451,static,5.0,19007.017578125,nan,nan,48.30204391479492,nan
0.8911488056182861,1783849676.6431124,static,5.0,19007.06640625,nan,nan,49.82210922241211,nan
0.945594310760498,1783849676.697558,static,5.0,19007.12109375,nan,nan,54.444618225097656,nan
1.0159647464752197,1783849676.7679284,static,5.0,19007.19140625,nan,nan,70.41170501708984,nan
1.0409436225891113,1783849676.7929072,static,5.0,19007.216796875,nan,nan,25.001188278198242,nan
1.0911011695861816,1783849676.8430648,static,5.0,19007.267578125,nan,nan,50.10459518432617,nan
1.1411406993865967,1783849676.8931043,static,5.0,19007.31640625,nan,nan,50.0557746887207,nan
1.1912691593170166,1783849676.9432328,static,5.0,19007.3671875,nan,nan,50.131866455078125,nan
1.2419815063476562,1783849676.9939451,static,5.0,19007.41796875,nan,nan,50.740360260009766,nan
1.2942631244659424,1783849677.0462267,static,5.0,19007.470703125,nan,nan,52.018951416015625,nan
1.3431856632232666,1783849677.0951493,static,5.0,19007.51953125,nan,nan,49.06001281738281,nan
1.3982739448547363,1783849677.1502376,static,5.0,19007.57421875,nan,nan,55.176902770996094,nan
1.4422054290771484,1783849677.194169,static,5.0,19007.6171875,nan,nan,43.872535705566406,nan
1.4982993602752686,1783849677.250263,static,5.0,19007.673828125,nan,nan,56.11344909667969,nan
1.5422337055206299,1783849677.2941973,static,5.0,19007.71875,nan,nan,43.961856842041016,nan
1.6011857986450195,1783849677.3531494,static,5.0,19007.77734375,nan,nan,58.98102951049805,nan
1.645003080368042,1783849677.3969667,static,5.0,19007.8203125,nan,nan,43.809722900390625,nan
1.6932508945465088,1783849677.4452145,static,5.0,19007.869140625,nan,nan,48.12516784667969,nan
1.756481409072876,1783849677.508445,static,5.0,19007.931640625,nan,nan,63.275184631347656,nan
1.825258493423462,1783849677.577222,static,5.0,19008.001953125,nan,nan,68.85072326660156,nan
1.8491466045379639,1783849677.6011102,static,5.0,19008.025390625,nan,nan,23.907794952392578,nan
1.89335298538208,1783849677.6453166,static,5.0,19008.0703125,nan,nan,44.19221878051758,nan
1.9430551528930664,1783849677.6950188,static,5.0,19008.119140625,nan,nan,49.644012451171875,nan
1.995210886001587,1783849677.7471745,static,5.0,19008.171875,nan,nan,52.09950256347656,nan
2.043165922164917,1783849677.7951295,static,5.0,19008.21875,nan,nan,48.01956558227539,nan
2.1128439903259277,1783849677.8648076,static,5.0,19008.2890625,nan,nan,69.48290252685547,nan
2.199291944503784,1783849677.9512556,static,5.0,19008.375,nan,nan,86.68383026123047,nan
2.201162338256836,1783849677.953126,static,5.0,19008.376953125,nan,nan,2.0206799507141113,nan
2.2505338191986084,1783849678.0024974,static,5.0,19008.42578125,nan,nan,48.905113220214844,nan
2.2993147373199463,1783849678.0512784,static,5.0,19008.474609375,nan,nan,49.03213119506836,nan
2.3443410396575928,1783849678.0963047,static,5.0,19008.51953125,nan,nan,45.021759033203125,nan
2.3943698406219482,1783849678.1463335,static,5.0,19008.5703125,nan,nan,50.04491424560547,nan
2.444124698638916,1783849678.1960883,static,5.0,19008.619140625,nan,nan,49.78498458862305,nan
2.4942777156829834,1783849678.2462413,static,5.0,19008.669921875,nan,nan,50.10816955566406,nan
2.544182300567627,1783849678.296146,static,5.0,19008.720703125,nan,nan,50.006954193115234,nan
2.595531463623047,1783849678.347495,static,5.0,19008.771484375,nan,nan,51.15617370605469,nan
2.644397258758545,1783849678.3963609,static,5.0,19008.8203125,nan,nan,48.91072082519531,nan
2.6975274085998535,1783849678.449491,static,5.0,19008.873046875,nan,nan,53.03120803833008,nan
2.745286703109741,1783849678.4972503,static,5.0,19008.921875,nan,nan,47.85581588745117,nan
2.8003311157226562,1783849678.5522947,static,5.0,19008.9765625,nan,nan,55.070899963378906,nan
2.8457164764404297,1783849678.59768,static,5.0,19009.021484375,nan,nan,45.152565002441406,nan
2.9021832942962646,1783849678.654147,static,5.0,19009.078125,nan,nan,56.685272216796875,nan
2.9454610347747803,1783849678.6974247,static,5.0,19009.12109375,nan,nan,43.2769660949707,nan
2.9954354763031006,1783849678.747399,static,5.0,19009.171875,nan,nan,49.768524169921875,nan
3.0494914054870605,1783849678.801455,static,5.0,19009.224609375,nan,nan,54.12137985229492,nan
3.0952019691467285,1783849678.8471656,static,5.0,19009.271484375,nan,nan,45.66586685180664,nan
3.1453990936279297,1783849678.8973627,static,5.0,19009.322265625,nan,nan,50.39482879638672,nan
3.194958209991455,1783849678.9469218,static,5.0,19009.37109375,nan,nan,49.66096496582031,nan
