t,ros_time,condition,distance_m,rx_time,robot_time_ms,seq,interarrival_ms,seq_gap
0.0,1783849997.142401,static,20.0,19327.56640625,nan,nan,42.308467864990234,nan
0.0616455078125,1783849997.2040465,static,20.0,19327.626953125,nan,nan,61.540802001953125,nan
0.10030698776245117,1783849997.242708,static,20.0,19327.666015625,nan,nan,38.67679214477539,nan
0.16151857376098633,1783849997.3039196,static,20.0,19327.728515625,nan,nan,61.40005874633789,nan
0.2002272605895996,1783849997.3426282,static,20.0,19327.767578125,nan,nan,38.776405334472656,nan
0.250598669052124,1783849997.3929996,static,20.0,19327.81640625,nan,nan,50.04222869873047,nan
0.30147838592529297,1783849997.4438794,static,20.0,19327.8671875,nan,nan,51.064048767089844,nan
0.35062742233276367,1783849997.4930284,static,20.0,19327.916015625,nan,nan,49.1672477722168,nan
0.400714635848999,1783849997.5431156,static,20.0,19327.966796875,nan,nan,50.27531051635742,nan
0.4523203372955322,1783849997.5947213,static,20.0,19328.01953125,nan,nan,51.52168655395508,nan
0.5043978691101074,1783849997.6467988,static,20.0,19328.0703125,nan,nan,52.101322174072266,nan
0.5539267063140869,1783849997.6963277,static,20.0,19328.119140625,nan,nan,48.905784606933594,nan
0.6008343696594238,1783849997.7432353,static,20.0,19328.16796875,nan,nan,47.53568649291992,nan
0.6563370227813721,1783849997.798738,static,20.0,19328.22265625,nan,nan,55.42182540893555,nan
0.70078444480896,1783849997.8431854,static,20.0,19328.267578125,nan,nan,44.31967544555664,nan
0.7586357593536377,1783849997.9010367,static,20.0,19328.32421875,nan,nan,57.95115280151367,nan
0.8028850555419922,1783849997.945286,static,20.0,19328.369140625,nan,nan,44.245086669921875,nan
0.8528347015380859,1783849997.9952357,static,20.0,19328.419921875,nan,nan,50.03279495239258,nan
0.905717134475708,1783849998.048118,static,20.0,19328.47265625,nan,nan,52.632999420166016,nan
0.9554014205932617,1783849998.0978024,static,20.0,19328.521484375,nan,nan,49.88291931152344,nan
1.0083706378936768,1783849998.1507716,static,20.0,19328.57421875,nan,nan,52.92196273803711,nan
1.0583724975585938,1783849998.2007735,static,20.0,19328.625,nan,nan,50.08354568481445,nan
1.1109604835510254,1783849998.2533615,static,20.0,19328.677734375,nan,nan,52.52698516845703,nan
1.1516637802124023,1783849998.2940648,static,20.0,19328.71875,nan,nan,40.64271926879883,nan
1.201512098312378,1783849998.343913,static,20.0,19328.767578125,nan,nan,49.90571975708008,nan
1.2523601055145264,1783849998.394761,static,20.0,19328.818359375,nan,nan,50.87621307373047,nan
1.302455186843872,1783849998.4448562,static,20.0,19328.869140625,nan,nan,50.04767990112305,nan
1.3580315113067627,1783849998.5004325,static,20.0,19328.923828125,nan,nan,55.70157241821289,nan
1.4254469871520996,1783849998.567848,static,20.0,19328.9921875,nan,nan,67.25997924804688,nan
1.4677438735961914,1783849998.6101449,static,20.0,19329.03515625,nan,nan,42.4626350402832,nan
1.5082743167877197,1783849998.6506753,static,20.0,19329.07421875,nan,nan,40.4105339050293,nan
1.5520257949829102,1783849998.6944268,static,20.0,19329.119140625,nan,nan,43.72391891479492,nan
1.6020503044128418,1783849998.7444513,static,20.0,19329.16796875,nan,nan,50.15476989746094,nan
1.6524193286895752,1783849998.7948203,static,20.0,19329.21875,nan,nan,50.27085876464844,nan
1.7026913166046143,1783849998.8450923,static,20.0,19329.26953125,nan,nan,50.189212799072266,nan
1.7533323764801025,1783849998.8957334,static,20.0,19329.3203125,nan,nan,50.70985794067383,nan
1.8165638446807861,1783849998.9589648,static,20.0,19329.3828125,nan,nan,63.24345779418945,nan
1.8525736331939697,1783849998.9949746,static,20.0,19329.41796875,nan,nan,35.90321350097656,nan
1.9033527374267578,1783849999.0457537,static,20.0,19329.46875,nan,nan,50.83420944213867,nan
1.9535725116729736,1783849999.0959735,static,20.0,19329.51953125,nan,nan,50.235748291015625,nan
2.0090155601501465,1783849999.1514165,static,20.0,19329.57421875,nan,nan,55.25202941894531,nan
2.054572343826294,1783849999.1969733,static,20.0,19329.62109375,nan,nan,45.6866569519043,nan
2.1074185371398926,1783849999.2498195,static,20.0,19329.673828125,nan,nan,52.83749008178711,nan
2.153548002243042,1783849999.295949,static,20.0,19329.71875,nan,nan,45.89859390258789,nan
2.2412827014923096,1783849999.3836837,static,20.0,19329.80859375,nan,nan,88.1431655883789,nan
2.275399684906006,1783849999.4178007,static,20.0,19329.841796875,nan,nan,34.116180419921875,nan
2.3252947330474854,1783849999.4676957,static,20.0,19329.892578125,nan,nan,49.81430435180664,nan
2.3563263416290283,1783849999.4987273,static,20.0,19329.921875,nan,nan,30.853378295898438,nan
2.418717622756958,1783849999.5611186,static,20.0,19329.984375,nan,nan,62.396705627441406,nan
2.461517572402954,1783849999.6039186,static,20.0,19330.02734375,nan,nan,43.035770416259766,nan
2.5067057609558105,1783849999.6491067,static,20.0,19330.072265625,nan,nan,45.161521911621094,nan
2.5566887855529785,1783849999.6990898,static,20.0,19330.123046875,nan,nan,49.76271057128906,nan
2.603729724884033,1783849999.7461307,static,20.0,19330.169921875,nan,nan,47.10582733154297,nan
2.654222011566162,1783849999.796623,static,20.0,19330.220703125,nan,nan,50.69123840332031,nan
2.704655885696411,1783849999.8470569,static,20.0,19330.271484375,nan,nan,50.168296813964844,nan
2.755495548248291,1783849999.8978965,static,20.0,19330.322265625,nan,nan,51.08229446411133,nan
2.8054230213165283,1783849999.947824,static,20.0,19330.37109375,nan,nan,49.83899688720703,nan
2.8594157695770264,1783850000.0018167,static,20.0,19330.42578125,nan,nan,53.92953872680664,nan
2.9055285453796387,1783850000.0479295,static,20.0,19330.47265625,nan,nan,46.20869445800781,nan
2.961557626724243,1783850000.1039586,static,20.0,19330.52734375,nan,nan,55.92970657348633,nan
3.0040204524993896,1783850000.1464214,static,20.0,19330.5703125,nan,nan,42.68925476074219,nan
3.056607961654663,1783850000.199009,static,20.0,19330.623046875,nan,nan,51.975284576416016,nan
3.1065168380737305,1783850000.2489178,static,20.0,19330.671875,nan,nan,50.311553955078125,nan
3.158722400665283,1783850000.3011234,static,20.0,19330.724609375,nan,nan,52.26752471923828,nan
3.2091500759124756,1783850000.351551,static,20.0,19330.775390625,nan,nan,50.493289947509766,nan
3.263382911682129,1783850000.405784,static,20.0,19330.830078125,nan,nan,54.16936111450195,nan
3.3104915618896484,1783850000.4528925,static,20.0,19330.876953125,nan,nan,47.0960807800293,nan
3.3687520027160645,1783850000.511153,static,20.0,19330.935546875,nan,nan,58.303550720214844,nan
3.4167299270629883,1783850000.559131,static,20.0,19330.982421875,nan,nan,48.07726287841797,nan
3.5168237686157227,1783850000.6592247,static,20.0,19331.083984375,nan,nan,99.91155242919922,nan
3.5221750736236572,1783850000.664576,static,20.0,19331.087890625,nan,nan,5.602103233337402,nan
3.5573792457580566,1783850000.6997802,static,20.0,19331.123046875,nan,nan,35.036476135253906,nan
3.612520456314087,1783850000.7549214,static,20.0,19331.1796875,nan,nan,55.03119659423828,nan
3.6575112342834473,1783850000.7999122,static,20.0,19331.224609375,nan,nan,45.12196731567383,nan
3.705193281173706,1783850000.8475943,static,20.0,19331.271484375,nan,nan,47.7265510559082,nan
3.7587931156158447,1783850000.901194,static,20.0,19331.32421875,nan,nan,53.45003128051758,nan
3.80688738822937,1783850000.9492884,static,20.0,19331.373046875,nan,nan,48.033592224121094,nan
3.855581521987915,1783850000.9979825,static,20.0,19331.421875,nan,nan,48.850643157958984,nan
3.906611204147339,1783850001.0490122,static,20.0,19331.47265625,nan,nan,50.813453674316406,nan
3.9665699005126953,1783850001.1089709,static,20.0,19331.533203125,nan,nan,60.1908073425293,nan
4.008275032043457,1783850001.150676,static,20.0,19331.57421875,nan,nan,41.61146926879883,nan
4.055748224258423,1783850001.1981492,static,20.0,19331.623046875,nan,nan,47.57939147949219,nan
4.106622934341431,1783850001.249024,static,20.0,19331.673828125,nan,nan,50.72443771362305,nan
4.156109809875488,1783850001.2985108,static,20.0,19331.72265625,nan,nan,49.491397857666016,nan
4.206694602966309,1783850001.3490956,static,20.0,19331.7734375,nan,nan,50.47981643676758,nan
4.258740663528442,1783850001.4011416,static,20.0,19331.82421875,nan,nan,52.26548767089844,nan
4.3076159954071045,1783850001.450017,static,20.0,19331.873046875,nan,nan,48.74079132080078,nan
4.359461784362793,1783850001.5018628,static,20.0,19331.92578125,nan,nan,52.059669494628906,nan
4.4074671268463135,1783850001.549868,static,20.0,19331.974609375,nan,nan,47.922569274902344,nan
4.462442874908447,1783850001.6048439,static,20.0,19332.02734375,nan,nan,54.404449462890625,nan
4.506540775299072,1783850001.6489418,static,20.0,19332.072265625,nan,nan,44.60711669921875,nan
4.564217805862427,1783850001.7066188,static,20.0,19332.130859375,nan,nan,57.76370620727539,nan
4.606614351272583,1783850001.7490153,static,20.0,19332.173828125,nan,nan,42.42470932006836,nan
4.667608737945557,1783850001.8100097,static,20.0,19332.234375,nan,nan,60.75442123413086,nan
4.710288047790527,1783850001.852689,static,20.0,19332.27734375,nan,nan,42.94453048706055,nan
4.773887395858765,1783850001.9162884,static,20.0,19332.33984375,nan,nan,63.580135345458984,nan
4.808621883392334,1783850001.9510229,static,20.0,19332.375,nan,nan,34.66672897338867,nan
4.857453107833862,1783850001.999854,static,20.0,19332.423828125,nan,nan,48.7481575012207,nan
4.906890630722046,1783850002.0492916,static,20.0,19332.47265625,nan,nan,49.52111053466797,nan
4.957404613494873,1783850002.0998056,static,20.0,19332.5234375,nan,nan,50.39084243774414,nan
5.007102966308594,1783850002.149504,static,20.0,19332.57421875,nan,nan,49.8343505859375,nan
5.078872203826904,1783850002.2212732,static,20.0,19332.64453125,nan,nan,71.89381408691406,nan
5.109331130981445,1783850002.251732,static,20.0,19332.67578125,nan,nan,30.330711364746094,nan
5.16122579574585,1783850002.3036268,static,20.0,19332.728515625,nan,nan,51.95027542114258,nan
5.209386348724365,1783850002.3517873,static,20.0,19332.775390625,nan,nan,47.65434646606445,nan
5.261426687240601,1783850002.4038277,static,20.0,19332.828125,nan,nan,52.51296615600586,nan
5.310376405715942,1783850002.4527774,static,20.0,19332.876953125,nan,nan,48.90054702758789,nan
5.359350204467773,1783850002.5017512,static,20.0,19332.92578125,nan,nan,49.094242095947266,nan
5.437433958053589,1783850002.579835,static,20.0,19333.00390625,nan,nan,77.99520874023438,nan
5.468255281448364,1783850002.6106563,static,20.0,19333.03515625,nan,nan,30.816509246826172,nan
5.5147809982299805,1783850002.657182,static,20.0,19333.080078125,nan,nan,46.32743453979492,nan
5.636393070220947,1783850002.778794,static,20.0,19333.203125,nan,nan,121.82972717285156,nan
5.651293039321899,1783850002.793694,static,20.0,19333.216796875,nan,nan,14.871258735656738,nan
5.671252012252808,1783850002.813653,static,20.0,19333.23828125,nan,nan,19.683589935302734,nan
