t,ros_time,controller,trajectory,run_id,odom_stamp,odom_x,odom_y,odom_yaw,odom_v,odom_w,camera_stamp,camera_x,camera_y,camera_yaw,desired_stamp,desired_x,desired_y,desired_yaw,error_stamp,error_ex,error_ey,error_etheta,cmd_stamp,cmd_v,cmd_w,robot_state_stamp,rpm_l_x10,rpm_r_x10,gyro_z_x1000,espnow_link_stamp,espnow_rx_time,espnow_robot_time_ms,espnow_seq,espnow_interarrival_ms,espnow_seq_gap
0.0,1783753460.903767,BSMC,circle,fusion_run1,1783753460.8748844,1.0941616276442667,0.018221463641890374,1.5915889810209496,5.284118704744004e-08,4.726608735652066e-05,1783753460.8721828,1.0941665172576904,0.018221668899059296,1.591594953132831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.04031109809875488,1783753460.9440782,BSMC,circle,fusion_run1,1783753460.9254587,1.0941621275898141,0.018221487768287095,1.591591477207355,4.592307214292457e-08,4.604648222541748e-05,1783753460.919894,1.0941665172576904,0.018221668899059296,1.591594953132831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753460.9041226,0.0,0.0,1.0,1783753460.9044976,9168.5908203125,nan,nan,49.600013732910156,nan
0.08030223846435547,1783753460.9840693,BSMC,circle,fusion_run1,1783753460.974876,1.0941625696239794,0.018221508715031403,1.5915935018803784,3.98085044060417e-08,4.431561917698985e-05,1783753460.9678156,1.0941665172576904,0.018221668899059296,1.591594953132831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753460.9544148,0.0,0.0,0.0,1783753460.9549081,9168.6416015625,nan,nan,50.499820709228516,nan
0.12012195587158203,1783753461.023889,BSMC,circle,fusion_run1,1783753460.974876,1.0941625696239794,0.018221508715031403,1.5915935018803784,3.98085044060417e-08,4.431561917698985e-05,1783753460.9678156,1.0941665172576904,0.018221668899059296,1.591594953132831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.0067122,0.0,0.0,-4.0,1783753461.0099387,9168.693359375,nan,nan,51.93920135498047,nan
0.1604769229888916,1783753461.064244,BSMC,circle,fusion_run1,1783753461.0253186,1.0941625696109627,0.01822150934058978,1.5915951946120943,2.7600567100750765e-08,4.2182597027380994e-05,1783753461.024183,1.0941665172576904,0.018221668899059296,1.591594953132831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.055867,0.0,0.0,-1.0,1783753461.0568569,9168.7431640625,nan,nan,49.751094818115234,nan
0.20005059242248535,1783753461.1038177,BSMC,circle,fusion_run1,1783753461.0752704,1.0941633176712904,0.018221543382240902,1.591596504637862,3.003844115825346e-08,3.973018172505199e-05,1783753461.0686517,1.0941665172576904,0.018221668899059296,1.591594953132831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.055867,0.0,0.0,-1.0,1783753461.0568569,9168.7431640625,nan,nan,49.751094818115234,nan
0.24034547805786133,1783753461.1441126,BSMC,circle,fusion_run1,1783753461.125251,1.0941636303481463,0.01822155749975692,1.5915975844176113,2.6054571967464842e-08,3.719034055446851e-05,1783753461.1163757,1.0941665172576904,0.018221668899059296,1.591594953132831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.1043675,0.0,0.0,-4.0,1783753461.1046388,9168.7919921875,nan,nan,48.37325668334961,nan
0.28028059005737305,1783753461.1840477,BSMC,circle,fusion_run1,1783753461.175439,1.0941636303397864,0.018221557901498573,1.591599004152703,1.8147688495023972e-08,3.543053166422004e-05,1783753461.1751842,1.0941665172576904,0.018221668899059296,1.591594953132831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.157043,0.0,0.0,0.0,1783753461.1571782,9168.84375,nan,nan,51.97466278076172,nan
0.32032036781311035,1783753461.2240875,BSMC,circle,fusion_run1,1783753461.175439,1.0941636303397864,0.018221557901498573,1.591599004152703,1.8147688495023972e-08,3.543053166422004e-05,1783753461.2222345,1.0941665172576904,0.018221668899059296,1.591594953132831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.2050858,0.0,0.0,1.0,1783753461.205926,9168.892578125,nan,nan,48.97199630737305,nan
0.35997509956359863,1783753461.2637422,BSMC,circle,fusion_run1,1783753461.2248971,1.0941641688874966,0.018221581178112477,1.5915989414067193,1.996398508384571e-08,3.169072589802008e-05,1783753461.2222345,1.0941665172576904,0.018221668899059296,1.591594953132831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.2606049,0.0,0.0,-3.0,1783753461.2610743,9168.9482421875,nan,nan,55.41593933105469,nan
0.4001810550689697,1783753461.3039482,BSMC,circle,fusion_run1,1783753461.2752159,1.0941643950767088,0.01822159089402229,1.5915993936751245,1.7045441031928546e-08,2.9008562376958045e-05,1783753461.2683647,1.0941665172576904,0.018221668899059296,1.591594953132831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.2606049,0.0,0.0,-3.0,1783753461.2610743,9168.9482421875,nan,nan,55.41593933105469,nan
0.43999671936035156,1783753461.3437638,BSMC,circle,fusion_run1,1783753461.324918,1.0941646002481422,0.01822159952814134,1.5915996524989036,1.4948897935203046e-08,2.6348344026818947e-05,1783753461.3217232,1.0941665172576904,0.018221668899059296,1.591594953132831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.305126,0.0,0.0,0.0,1783753461.3056047,9168.9921875,nan,nan,44.461219787597656,nan
0.4804086685180664,1783753461.3841758,BSMC,circle,fusion_run1,1783753461.3746912,1.0941647846151608,0.018221607160677143,1.5915997959196597,1.2916642155413318e-08,2.378100149753314e-05,1783753461.3684907,1.0941665172576904,0.018221668899059296,1.591594953132831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.3573022,0.0,0.0,0.0,1783753461.3580713,9169.044921875,nan,nan,52.113487243652344,nan
0.5203545093536377,1783753461.4241216,BSMC,circle,fusion_run1,1783753461.3746912,1.0941647846151608,0.018221607160677143,1.5915997959196597,1.2916642155413318e-08,2.378100149753314e-05,1783753461.4205484,1.0941665172576904,0.018221668899059296,1.591594953132831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.4105499,0.0,0.0,0.0,1783753461.4109137,9169.09765625,nan,nan,53.350460052490234,nan
0.5600388050079346,1783753461.463806,BSMC,circle,fusion_run1,1783753461.4251888,1.0941649510220088,0.018221613939833865,1.5915998453038818,1.116234175834112e-08,2.1317410756985106e-05,1783753461.4205484,1.0941665172576904,0.018221668899059296,1.591594953132831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.458186,0.0,0.0,0.0,1783753461.4582803,9169.142578125,nan,nan,44.354591369628906,nan
0.6001753807067871,1783753461.5039425,BSMC,circle,fusion_run1,1783753461.4748926,1.094165443482893,0.018221604040435307,1.5915973551586506,-6.57593239454402e-09,1.5216469261246134e-05,1783753461.4696732,1.094170093536377,0.018221553415060043,1.591578908831533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.458186,0.0,0.0,0.0,1783753461.4582803,9169.142578125,nan,nan,44.354591369628906,nan
0.6408250331878662,1783753461.5445921,BSMC,circle,fusion_run1,1783753461.5252528,1.0941658858017578,0.018221595370748658,1.5915950718268195,-1.664741720322861e-08,1.009421487961302e-05,1783753461.5167208,1.094170093536377,0.018221553415060043,1.591578908831533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.5114007,0.0,0.0,-3.0,1783753461.511881,9169.19921875,nan,nan,56.365875244140625,nan
0.6800804138183594,1783753461.5838475,BSMC,circle,fusion_run1,1783753461.5751255,1.0941662853808989,0.01822158784158681,1.5915929589468858,-2.2418209273004334e-08,5.792561708212804e-06,1783753461.565688,1.094170093536377,0.018221553415060043,1.591578908831533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.5551448,0.0,0.0,0.0,1783753461.5558593,9169.2431640625,nan,nan,43.92054748535156,nan
0.7206826210021973,1783753461.6244497,BSMC,circle,fusion_run1,1783753461.5751255,1.0941662853808989,0.01822158784158681,1.5915929589468858,-2.2418209273004334e-08,5.792561708212804e-06,1783753461.6172113,1.094170093536377,0.018221553415060043,1.591578908831533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.6062484,0.0,0.0,-3.0,1783753461.6065602,9169.2939453125,nan,nan,51.15570068359375,nan
0.760498046875,1783753461.6642652,BSMC,circle,fusion_run1,1783753461.6253252,1.0941666480385426,0.018221581304426526,1.5915910140336775,-2.5184880809797443e-08,2.1832903997134016e-06,1783753461.6172113,1.094170093536377,0.018221553415060043,1.591578908831533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.6562228,0.0,0.0,0.0,1783753461.6565735,9169.34375,nan,nan,49.99400329589844,nan
0.80043625831604,1783753461.7042034,BSMC,circle,fusion_run1,1783753461.6753376,1.094166978416208,0.018221575668711514,1.5915892293885283,-2.6152895143570853e-08,-8.187796918359129e-07,1783753461.6708338,1.094170093536377,0.018221553415060043,1.591578908831533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.6562228,0.0,0.0,0.0,1783753461.6565735,9169.34375,nan,nan,49.99400329589844,nan
0.8400681018829346,1783753461.7438352,BSMC,circle,fusion_run1,1783753461.7252033,1.0941672757726222,0.018221570881277422,1.5915876270470797,-2.5253956256959834e-08,-3.202091930682985e-06,1783753461.719383,1.094170093536377,0.018221553415060043,1.591578908831533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.7155712,0.0,0.0,0.0,1783753461.7156782,9169.4013671875,nan,nan,57.696739196777344,nan
0.8804500102996826,1783753461.7842171,BSMC,circle,fusion_run1,1783753461.7753544,1.0941675463522123,0.01822156683720086,1.5915861844587431,-2.441504723079232e-08,-5.103999019424327e-06,1783753461.7715251,1.094170093536377,0.018221553415060043,1.591578908831533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.756192,0.0,0.0,-2.0,1783753461.7582407,9169.443359375,nan,nan,42.1758918762207,nan
0.9202497005462646,1783753461.8240168,BSMC,circle,fusion_run1,1783753461.7753544,1.0941675463522123,0.01822156683720086,1.5915861844587431,-2.441504723079232e-08,-5.103999019424327e-06,1783753461.8205159,1.094170093536377,0.018221553415060043,1.591578908831533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783753461.810416,0.0,0.0,1.0,1783753461.8108027,9169.498046875,nan,nan,54.046932220458984,nan
