trajectory,controller,source,n_runs,rmse_ex_m_mean,rmse_ex_m_std,rmse_ey_m_mean,rmse_ey_m_std,rmse_etheta_rad_mean,rmse_etheta_rad_std,rmse_position_m_mean,rmse_position_m_std,mae_position_m_mean,mae_position_m_std,max_position_m_mean,max_position_m_std,convergence_time_s_mean,convergence_time_s_std
circle,Unknown,odom,2,0.042769688654156396,0.0002693390489403687,0.011858058374235134,0.0037576801485133646,0.011859588513058347,0.003589544005228014,0.07100307163412378,0.00291272490092113,0.06301167034627961,0.0023289514824814334,0.11817317859420395,0.0014314897772599944,2.24064564704895,0.057979227860314356
