file,controller,trajectory,run_id,source,status,odom_topic,start_camera_x,start_camera_y,start_camera_yaw,k1,k2,k3,ks1,ks2,phi1,phi2,yaw_bias_gain,radius_feedback_gain,radius_position_gain,side_length,corner_radius,corner_speed,corner_decel_distance,desired_speed,max_w,min_v,max_w_accel,square_laps,turn_feedforward_scale,sharp_corner_w,sharp_corner_blend_start_deg,sharp_corner_blend_full_deg,path_following,path_lookahead,max_progress_rate,k2_straight,k3_straight,ki_y_straight,ey_integral_limit,stop_turn_go
/home/hoang/Paper1/paper_logs/square_075/20260717_165326_square_BSMC_fusion_square_075_v1.csv,BSMC,square,square_075_v1,fusion,complete,/odometry/filtered,-1.0365455210208894,-0.7168328121304512,0.02299365009894047,0.8,3.0,9.0,0.08,0.1,1.0,1.5,0.0,0.0,0.0,0.75,0.0,0.04,0.1,0.1,0.85,0.02,0.0,1.0,1.0,0.55,12.0,35.0,True,0.0,0.3,4.0,7.0,0.0,0.4,False
