edge,start_s,end_s,duration_s,lateral_bias_m,lateral_waviness_rms_m,lateral_peak_to_peak_m,heading_rmse_deg,cmd_w_rms_rad_s,zero_crossings_per_m
1,5.559196949005127,12.559263467788696,7.000066518783569,0.03684857486838276,0.010703390017623514,0.04601944813503436,5.375377961000916,0.09361981311663095,4.327380544952679
2,17.159104347229004,21.639265060424805,4.480160713195801,-0.06058743978222242,0.019578477629221273,0.050485971983959405,7.848088423603831,0.14972271923184752,2.18694604751551
3,26.199167728424072,30.679435968399048,4.480268239974976,-0.06806890544620088,0.02569018161604103,0.06593072097091476,9.637354247055072,0.18579358796536982,2.187312567048228
4,35.239399909973145,39.71918320655823,4.479783296585083,-0.07958675280315072,0.03738181989359171,0.0973668642248161,15.075308300779835,0.28343474633865723,2.187150184554057
