edge,start_s,end_s,duration_s,lateral_bias_m,lateral_waviness_rms_m,lateral_peak_to_peak_m,heading_rmse_deg,cmd_w_rms_rad_s,zero_crossings_per_m
1,5.55962872505188,12.519679307937622,6.960050582885742,0.03331499683630884,0.010404280632751376,0.04208525989075127,4.909754697632508,0.09312845882189845,4.325085456776157
2,17.080349445343018,21.559632778167725,4.479283332824707,-0.05315646203511532,0.013917401181394869,0.037305171057268376,6.679576133149621,0.13764917816336641,2.1811892483504205
3,26.12014889717102,30.599672555923462,4.479523658752441,-0.06912300128485732,0.04478072459581377,0.11798101145477688,17.864903023861878,0.3599904363507472,2.1811949363302654
4,35.19965100288391,39.679903745651245,4.480252742767334,-0.06846473854687207,0.019273506617426495,0.047486203959750665,7.169476068039308,0.15068159507996828,2.181525702743495
