edge,start_s,end_s,duration_s,lateral_bias_m,lateral_waviness_rms_m,lateral_peak_to_peak_m,heading_rmse_deg,cmd_w_rms_rad_s,zero_crossings_per_m
1,5.519646406173706,13.240155935287476,7.7205095291137695,0.030683031579881705,0.009592720494221484,0.043411689316966616,2.9336487375795683,0.050238431618163326,1.3086801144991729
2,16.721176147460938,22.600019931793213,5.878843784332275,-0.04833281684449998,0.027923690068588868,0.08017765087086663,13.660604974957224,0.26278355396032205,1.6707422076336313
3,26.079660654067993,31.960040807724,5.880380153656006,-0.03718556875561859,0.024587466064224916,0.06812929807063875,12.126989712038954,0.23019946539264496,3.3414871251590887
4,35.44031095504761,41.32052707672119,5.880216121673584,-0.03208220564985583,0.03252110128745005,0.08846597489035098,14.178984692489285,0.2617973157116215,3.341391739612442
