edge,start_s,end_s,duration_s,lateral_bias_m,lateral_waviness_rms_m,lateral_peak_to_peak_m,heading_rmse_deg,cmd_w_rms_rad_s,zero_crossings_per_m
1,5.560503005981445,13.319962739944458,7.759459733963013,0.05018529751838582,0.015311431070664487,0.061850228215923425,4.781065792646755,0.058924913809994296,1.2839412619029356
2,16.79989194869995,22.680233001708984,5.880341053009033,-0.059803470143797506,0.05562869375919982,0.14422780318377965,19.66552665045899,0.2721261407517666,3.290443819660593
3,26.15980625152588,31.999730348587036,5.839924097061157,-0.05073936905962039,0.03783109497612867,0.09477366178349239,13.599207204976809,0.1932724679378229,1.6563515116296086
4,35.5198712348938,41.360737800598145,5.840866565704346,-0.047253130975367395,0.024753172330099372,0.06418197566082823,12.927592859938354,0.18218193424701104,3.313181674439053
