file,controller,trajectory,run_id,source,start_time_s,end_time_s,n_samples,duration_s,rmse_ex_m,rmse_ey_m,rmse_etheta_rad,rmse_position_m,mae_position_m,max_position_m,mae_heading_rad,max_heading_rad,convergence_time_s,mean_abs_cmd_v,mean_abs_cmd_w
/home/hoang/Paper1/paper_logs/square_manual/20260717_142717_square_BSMC_fusion_manual_v1.csv,BSMC,square,manual_v1,odom,5.0,,1093,43.679298400878906,0.019946942325661035,0.05733765103457492,0.2831909065812935,0.06068189260871138,0.0511249348049003,0.14216720252925588,0.22570629255660776,0.6433534254633191,5.04079008102417,0.09590608032225595,0.28534873721506093
