file,controller,trajectory,run_id,source,status,odom_topic,start_camera_x,start_camera_y,start_camera_yaw,k1,k2,k3,ks1,ks2,phi1,phi2,yaw_bias_gain,radius_feedback_gain,radius_position_gain,side_length,corner_radius,corner_speed,corner_decel_distance,desired_speed,max_w,min_v,max_w_accel,square_laps,turn_feedforward_scale,sharp_corner_w,sharp_corner_blend_start_deg,sharp_corner_blend_full_deg,path_following,path_lookahead,max_progress_rate,k2_straight,k3_straight,ki_y_straight,ey_integral_limit,stop_turn_go,kd_w_straight,kd_w_deadband
/home/hoang/Paper1/paper_logs/square_2m/20260717_170321_square_BSMC_fusion_square_2m_final.csv,BSMC,square,square_2m_final,fusion,complete,/odometry/filtered,-1.0200848966836928,-1.0041942834854125,0.019882651213179076,0.8,3.0,9.0,0.08,0.1,1.0,1.5,0.0,0.0,0.0,2.0,0.0,0.04,0.25,0.1,0.85,0.02,0.0,1.0,1.0,0.55,8.0,35.0,True,0.0,0.3,4.0,7.0,0.0,0.4,False,,
/home/hoang/Paper1/paper_logs/square_2m/20260717_172205_square_BSMC_fusion_square_2m_v1_cross_track_damping.csv,BSMC,square,square_2m_v1_cross_track_damping,fusion,complete,/odometry/filtered,-1.0793933480978013,-0.80543732047081,0.027426137656083344,0.8,3.0,9.0,0.08,0.1,1.0,1.5,0.0,0.0,0.0,2.0,0.0,0.04,0.25,0.1,0.85,0.02,0.0,1.0,1.0,0.55,8.0,35.0,True,0.0,0.3,6.0,7.0,0.0,0.4,False,0.18,0.2
