t,ros_time,controller,trajectory,run_id,odom_stamp,odom_x,odom_y,odom_yaw,odom_v,odom_w,camera_stamp,camera_x,camera_y,camera_yaw,desired_stamp,desired_x,desired_y,desired_yaw,error_stamp,error_ex,error_ey,error_etheta,cmd_stamp,cmd_v,cmd_w,robot_state_stamp,rpm_l_x10,rpm_r_x10,gyro_z_x1000,espnow_link_stamp,espnow_rx_time,espnow_robot_time_ms,espnow_seq,espnow_interarrival_ms,espnow_seq_gap
0.0,1783844284.827621,BSMC,circle,optuna_t004,1783844284.8211222,1.0225236412121068,0.03820331022109714,1.5764153259764853,-1.1468738422171745e-11,-2.923598913269437e-09,1783844284.7990515,1.0225236415863037,0.03820331022143364,1.5764153266118164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783844284.8207715,0.0,0.0,-3.0,1783844284.8211522,13615.244140625,nan,nan,47.105499267578125,nan
0.03985166549682617,1783844284.8674726,BSMC,circle,optuna_t004,1783844284.8211222,1.0225236412121068,0.03820331022109714,1.5764153259764853,-1.1468738422171745e-11,-2.923598913269437e-09,1783844284.844963,1.0225236415863037,0.03820331022143364,1.5764153266118164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783844284.8207715,0.0,0.0,-3.0,1783844284.8211522,13615.244140625,nan,nan,47.105499267578125,nan
0.08041667938232422,1783844284.9080377,BSMC,circle,optuna_t004,1783844284.8711853,1.0225236412806495,0.038203310220937974,1.5764153261131373,-8.416550139463957e-12,-2.1555933084506147e-09,1783844284.8947473,1.0225236415863037,0.03820331022143364,1.5764153266118164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783844284.8706536,0.0,0.0,0.0,1783844284.8722236,13615.294921875,nan,nan,49.929073333740234,nan
0.12010979652404785,1783844284.9477308,BSMC,circle,optuna_t004,1783844284.9210546,1.0225236413366814,0.03820331022087333,1.5764153262292202,-6.159313330930925e-12,-1.5512757186632402e-09,1783844284.944451,1.0225236415863037,0.03820331022143364,1.5764153266118164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783844284.9217038,0.0,0.0,1.0,1783844284.922354,13615.345703125,nan,nan,50.87321853637695,nan
0.1602165699005127,1783844284.9878376,BSMC,circle,optuna_t004,1783844284.9713094,1.022523641382486,0.03820331022086322,1.5764153263230454,-4.495247104359844e-12,-1.0901119525198352e-09,1783844284.944451,1.0225236415863037,0.03820331022143364,1.5764153266118164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783844284.9736252,0.0,0.0,-2.0,1783844284.9739134,13615.3974609375,nan,nan,52.29887390136719,nan
0.20115113258361816,1783844285.028772,BSMC,circle,optuna_t004,1783844285.0214298,1.0225236414202814,0.038203310220890976,1.5764153264000245,-3.2575160042294667e-12,-7.37257396552689e-10,1783844284.99574,1.0225236415863037,0.03820331022143364,1.5764153266118164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783844285.0220826,0.0,0.0,-3.0,1783844285.0229337,13615.4453125,nan,nan,47.979244232177734,nan
0.24010014533996582,1783844285.0677211,BSMC,circle,optuna_t004,1783844285.0214298,1.0225236414202814,0.038203310220890976,1.5764153264000245,-3.2575160042294667e-12,-7.37257396552689e-10,1783844285.0435486,1.0225236415863037,0.03820331022143364,1.5764153266118164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783844285.0220826,0.0,0.0,-3.0,1783844285.0229337,13615.4453125,nan,nan,47.979244232177734,nan
0.28014206886291504,1783844285.107763,BSMC,circle,optuna_t004,1783844285.0713744,1.0225236414506598,0.038203310220932644,1.5764153264561453,-2.3692028332889766e-12,-4.91367046043157e-10,1783844285.0944207,1.0225236415863037,0.03820331022143364,1.5764153266118164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783844285.0744896,0.0,0.0,-1.0,1783844285.0768363,13615.498046875,nan,nan,52.869571685791016,nan
0.32010459899902344,1783844285.1477256,BSMC,circle,optuna_t004,1783844285.1216395,1.0225236414756076,0.038203310220983784,1.5764153265000278,-1.708809235298815e-12,-3.1080245106260713e-10,1783844285.1435404,1.0225236415863037,0.03820331022143364,1.5764153266118164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783844285.1221414,0.0,0.0,-3.0,1783844285.121728,13615.5458984375,nan,nan,47.06059646606445,nan
0.36016082763671875,1783844285.1877818,BSMC,circle,optuna_t004,1783844285.1710384,1.0225236414959227,0.03820331022103796,1.5764153265330585,-1.2377357024796563e-12,-1.8457985944388122e-10,1783844285.1435404,1.0225236415863037,0.03820331022143364,1.5764153266118164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1783844285.1800964,0.0,0.0,-5.0,1783844285.178978,13615.6025390625,nan,nan,57.22621536254883,nan
