edge,start_s,end_s,duration_s,lateral_bias_m,lateral_waviness_rms_m,lateral_peak_to_peak_m,heading_rmse_deg,cmd_w_rms_rad_s,zero_crossings_per_m
1,7.480623483657837,11.599977731704712,4.119354248046875,0.026371872083238414,0.00807923226282195,0.026854348222654298,0.4761457368259272,0.008540952027955314,2.226024100896726
2,17.320208311080933,21.28076410293579,3.9605557918548584,0.010027064462358964,0.004921230982923113,0.014458529134646627,0.9188933133920275,0.018634248710304398,2.2289739716085477
3,26.320117473602295,30.400850296020508,4.080732822418213,0.008706241473943067,0.007234868797445947,0.02091579003329199,1.8913350024754036,0.03531739734954652,2.2262020654669104
4,35.7200562953949,39.84032320976257,4.120266914367676,-0.002244461548618483,0.0077945960702884495,0.02175555262027981,3.2952794060333055,0.05331206546579139,2.2297986564868397
5,45.04027986526489,49.19994568824768,4.159665822982788,0.018075086348775495,0.014704993838467314,0.03816781672524385,4.331832836239658,0.07209256033988613,2.2345522295798044
