trajectory,controller,source,n_runs,rmse_ex_m_mean,rmse_ex_m_std,rmse_ey_m_mean,rmse_ey_m_std,rmse_etheta_rad_mean,rmse_etheta_rad_std,rmse_position_m_mean,rmse_position_m_std,mae_position_m_mean,mae_position_m_std,max_position_m_mean,max_position_m_std,convergence_time_s_mean,convergence_time_s_std
unknown,unknown,odom,1,0.036795941708880286,0.0,0.03001552706314449,0.0,0.048543268492327506,0.0,0.050522134423101675,0.0,0.049339677626358255,0.0,0.10952540250847051,0.0,0.04118847846984863,0.0
