file,controller,trajectory,run_id,source,start_time_s,end_time_s,n_samples,duration_s,rmse_ex_m,rmse_ey_m,rmse_etheta_rad,rmse_position_m,mae_position_m,max_position_m,mae_heading_rad,max_heading_rad,convergence_time_s,mean_abs_cmd_v,mean_abs_cmd_w
paper_logs/20260711_132345_circle_BSMC_fusion_run1.csv,unknown,unknown,fusion_run1,odom,0.0,,3008,120.27902340888977,0.036795941708880286,0.03001552706314449,0.048543268492327506,0.050522134423101675,0.049339677626358255,0.10952540250847051,0.03889950631912106,0.1243352408778613,0.04118847846984863,0.08729115491367669,0.11516590873718949
