Time,Odom_X,Odom_Y,Odom_Yaw(deg),Cam_X,Cam_Y,Cam_Yaw(deg),Diff_X,Diff_Y,Diff_Yaw
15.76,-0.123,-0.677,-99.4,0.064,1.130,-24.5,0.187,1.807,75.0
15.81,-0.123,-0.675,-97.8,0.064,1.126,-27.3,0.187,1.801,70.5
15.85,-0.122,-0.673,-96.6,0.064,1.122,-30.4,0.187,1.796,66.3
15.90,-0.122,-0.672,-95.5,0.062,1.113,-38.4,0.184,1.785,57.1
15.95,-0.122,-0.670,-94.6,0.058,1.108,-42.6,0.180,1.779,52.0
16.00,-0.122,-0.669,-93.6,0.054,1.104,-47.0,0.176,1.773,46.6
16.05,-0.122,-0.667,-92.5,0.049,1.100,-51.1,0.171,1.768,41.4
16.10,-0.122,-0.666,-91.6,0.041,1.095,-58.1,0.163,1.761,33.4
16.16,-0.122,-0.664,-90.5,0.038,1.094,-60.9,0.159,1.758,29.6
16.21,-0.122,-0.662,-89.4,0.035,1.093,-62.9,0.157,1.755,26.5
16.26,-0.122,-0.661,-88.5,0.033,1.092,-65.1,0.155,1.753,23.4
16.31,-0.122,-0.660,-87.6,0.031,1.091,-66.6,0.153,1.751,21.0
16.35,-0.122,-0.658,-86.6,0.028,1.090,-69.8,0.150,1.748,16.8
16.41,-0.122,-0.657,-85.5,0.026,1.090,-71.4,0.149,1.747,14.1
16.46,-0.122,-0.656,-84.7,0.025,1.091,-73.0,0.148,1.746,11.7
16.51,-0.122,-0.654,-83.6,0.025,1.091,-75.1,0.147,1.745,8.5
16.56,-0.123,-0.653,-82.9,0.025,1.092,-78.3,0.147,1.745,4.6
16.61,-0.123,-0.652,-82.4,0.025,1.093,-79.9,0.148,1.745,2.5
16.66,-0.123,-0.652,-82.3,0.026,1.094,-81.4,0.148,1.746,0.9
16.72,-0.123,-0.652,-82.2,0.026,1.096,-83.1,0.149,1.748,-0.9
16.76,-0.123,-0.652,-82.2,0.028,1.102,-86.1,0.151,1.754,-4.0
16.81,-0.123,-0.652,-82.2,0.029,1.105,-87.6,0.152,1.757,-5.4
16.86,-0.123,-0.652,-82.2,0.028,1.107,-88.8,0.151,1.759,-6.7
16.93,-0.123,-0.652,-82.2,0.028,1.109,-89.4,0.151,1.761,-7.3
16.96,-0.123,-0.652,-82.2,0.027,1.111,-90.4,0.150,1.763,-8.3
17.01,-0.123,-0.652,-82.2,0.027,1.111,-90.4,0.150,1.763,-8.2
17.06,-0.123,-0.652,-82.2,0.027,1.112,-90.5,0.150,1.763,-8.3
17.11,-0.123,-0.652,-82.2,0.027,1.111,-90.5,0.150,1.763,-8.3
17.16,-0.123,-0.652,-82.2,0.027,1.112,-90.5,0.150,1.764,-8.3
17.21,-0.123,-0.652,-82.2,0.027,1.112,-90.5,0.150,1.764,-8.4
17.27,-0.123,-0.652,-82.2,0.027,1.112,-90.5,0.150,1.764,-8.4
17.31,-0.123,-0.652,-82.2,0.027,1.112,-90.5,0.150,1.764,-8.4
17.37,-0.123,-0.652,-82.2,0.027,1.112,-90.6,0.150,1.764,-8.4
17.41,-0.123,-0.652,-82.2,0.027,1.112,-90.6,0.150,1.764,-8.4
17.46,-0.123,-0.652,-82.2,0.027,1.112,-90.5,0.150,1.763,-8.4
17.51,-0.123,-0.652,-82.2,0.027,1.112,-90.5,0.150,1.763,-8.3
17.56,-0.123,-0.652,-82.2,0.027,1.112,-90.5,0.150,1.763,-8.3
17.61,-0.123,-0.652,-82.2,0.027,1.111,-90.5,0.150,1.763,-8.4
17.68,-0.123,-0.652,-82.2,0.027,1.112,-90.6,0.150,1.763,-8.4
17.73,-0.123,-0.652,-82.2,0.027,1.112,-90.6,0.150,1.763,-8.4
17.76,-0.123,-0.652,-82.2,0.027,1.112,-90.6,0.150,1.763,-8.4
17.81,-0.123,-0.652,-82.3,0.027,1.112,-90.6,0.150,1.764,-8.3
17.86,-0.123,-0.652,-82.3,0.027,1.112,-90.6,0.150,1.764,-8.3
17.92,-0.123,-0.652,-82.3,0.027,1.112,-90.6,0.150,1.764,-8.2
17.96,-0.123,-0.652,-82.3,0.027,1.112,-90.6,0.150,1.764,-8.2
18.01,-0.123,-0.652,-82.4,0.027,1.112,-90.6,0.150,1.764,-8.2
18.06,-0.123,-0.652,-82.4,0.027,1.112,-90.6,0.150,1.764,-8.1
18.11,-0.123,-0.652,-82.5,0.027,1.112,-90.5,0.150,1.764,-8.0
18.16,-0.123,-0.653,-82.7,0.027,1.111,-90.3,0.150,1.763,-7.6
18.21,-0.123,-0.653,-83.1,0.027,1.111,-90.2,0.150,1.764,-7.1
18.27,-0.122,-0.654,-83.9,0.027,1.110,-90.2,0.150,1.765,-6.3
18.33,-0.122,-0.656,-85.0,0.027,1.111,-90.2,0.149,1.767,-5.1
18.37,-0.122,-0.658,-86.3,0.027,1.110,-90.1,0.149,1.768,-3.8
18.42,-0.122,-0.660,-87.7,0.027,1.110,-90.0,0.149,1.770,-2.4
18.46,-0.122,-0.662,-89.0,0.027,1.110,-90.1,0.149,1.772,-1.0
18.51,-0.122,-0.664,-90.5,0.027,1.110,-90.3,0.149,1.774,0.2
18.56,-0.122,-0.666,-91.9,0.027,1.109,-90.5,0.149,1.775,1.4
18.61,-0.122,-0.668,-92.9,0.027,1.108,-90.2,0.149,1.776,2.7
18.66,-0.122,-0.671,-93.4,0.027,1.106,-90.2,0.150,1.776,3.3
18.71,-0.122,-0.674,-94.0,0.027,1.103,-90.0,0.150,1.777,3.9
18.77,-0.123,-0.678,-94.1,0.028,1.096,-89.2,0.151,1.775,4.9
18.81,-0.123,-0.683,-93.9,0.028,1.092,-89.2,0.151,1.774,4.7
18.86,-0.123,-0.688,-93.7,0.028,1.088,-88.9,0.152,1.776,4.9
18.91,-0.124,-0.693,-93.6,0.028,1.083,-89.0,0.152,1.776,4.6
18.96,-0.124,-0.696,-93.2,0.029,1.076,-88.8,0.152,1.772,4.4
19.01,-0.124,-0.699,-92.8,0.029,1.073,-88.3,0.153,1.772,4.4
19.07,-0.124,-0.701,-92.8,0.030,1.070,-87.8,0.154,1.771,5.0
19.12,-0.124,-0.703,-93.2,0.030,1.067,-87.7,0.154,1.769,5.5
19.17,-0.124,-0.704,-93.8,0.030,1.060,-87.6,0.154,1.764,6.2
19.21,-0.124,-0.705,-94.4,0.030,1.054,-87.6,0.155,1.759,6.8
19.26,-0.124,-0.707,-95.2,0.030,1.047,-87.8,0.155,1.753,7.5
19.32,-0.125,-0.709,-95.9,0.028,1.039,-87.7,0.153,1.748,8.1
19.37,-0.125,-0.714,-95.9,0.022,1.023,-85.9,0.148,1.737,10.0
19.42,-0.126,-0.718,-95.6,0.020,1.015,-85.2,0.146,1.733,10.4
19.47,-0.126,-0.724,-95.4,0.018,1.008,-84.7,0.145,1.732,10.7
19.52,-0.127,-0.730,-95.4,0.016,1.003,-84.1,0.143,1.733,11.3
19.57,-0.127,-0.735,-95.3,0.014,0.995,-83.9,0.141,1.730,11.4
19.62,-0.128,-0.741,-95.1,0.014,0.990,-83.9,0.142,1.732,11.2
19.67,-0.128,-0.746,-95.0,0.014,0.985,-84.3,0.142,1.731,10.7
19.72,-0.129,-0.750,-94.8,0.014,0.980,-84.8,0.142,1.730,10.0
19.77,-0.129,-0.753,-94.7,0.014,0.970,-85.8,0.143,1.722,8.9
19.83,-0.129,-0.756,-94.8,0.013,0.965,-86.4,0.142,1.720,8.4
19.87,-0.129,-0.757,-95.1,0.013,0.959,-86.5,0.142,1.716,8.6
19.92,-0.129,-0.758,-95.6,0.013,0.954,-86.8,0.142,1.712,8.8
19.97,-0.129,-0.759,-96.1,0.013,0.941,-87.2,0.143,1.700,9.0
20.02,-0.130,-0.761,-97.3,0.013,0.936,-87.3,0.143,1.697,10.1
20.07,-0.130,-0.763,-98.9,0.013,0.931,-87.4,0.143,1.695,11.5
20.12,-0.130,-0.766,-100.0,0.013,0.927,-87.4,0.143,1.693,12.6
20.17,-0.131,-0.770,-100.3,0.012,0.916,-87.4,0.143,1.686,12.8
20.22,-0.132,-0.776,-99.8,0.012,0.912,-87.7,0.144,1.687,12.1
20.28,-0.133,-0.784,-99.0,0.012,0.907,-87.6,0.145,1.691,11.3
20.32,-0.134,-0.790,-98.2,0.012,0.901,-88.0,0.147,1.691,10.3
20.38,-0.136,-0.799,-96.6,0.013,0.888,-88.3,0.149,1.687,8.3
20.42,-0.136,-0.806,-95.2,0.013,0.880,-88.4,0.150,1.685,6.8
20.47,-0.137,-0.812,-93.1,0.014,0.871,-88.9,0.151,1.684,4.1
20.52,-0.137,-0.819,-90.7,0.014,0.862,-89.5,0.151,1.682,1.2
20.57,-0.137,-0.825,-87.8,0.015,0.845,-88.3,0.152,1.670,-0.5
20.62,-0.136,-0.831,-85.0,0.016,0.835,-87.4,0.153,1.667,-2.4
20.67,-0.136,-0.839,-82.1,0.018,0.826,-87.0,0.153,1.665,-4.9
20.72,-0.134,-0.846,-80.0,0.019,0.815,-86.7,0.154,1.662,-6.7
20.77,-0.133,-0.855,-78.0,0.022,0.794,-86.8,0.155,1.649,-8.8
20.82,-0.131,-0.864,-76.5,0.024,0.783,-87.4,0.155,1.647,-10.9
20.88,-0.128,-0.875,-75.4,0.026,0.772,-88.2,0.154,1.648,-12.8
20.92,-0.126,-0.884,-74.9,0.027,0.761,-89.1,0.153,1.645,-14.2
20.97,-0.122,-0.896,-74.6,0.029,0.740,-90.0,0.151,1.636,-15.4
21.02,-0.119,-0.907,-74.5,0.030,0.729,-90.4,0.149,1.637,-15.9
21.07,-0.116,-0.920,-74.6,0.029,0.718,-90.3,0.145,1.638,-15.7
21.12,-0.112,-0.933,-74.7,0.029,0.708,-90.4,0.141,1.641,-15.8
21.17,-0.109,-0.945,-74.6,0.028,0.686,-91.3,0.137,1.631,-16.6
21.22,-0.105,-0.959,-74.6,0.027,0.675,-91.7,0.132,1.634,-17.1
21.27,-0.102,-0.971,-74.8,0.026,0.665,-92.2,0.127,1.636,-17.4
21.32,-0.098,-0.985,-75.2,0.024,0.654,-92.9,0.122,1.639,-17.7
21.37,-0.095,-0.996,-75.7,0.022,0.630,-93.1,0.117,1.626,-17.4
21.42,-0.092,-1.008,-76.4,0.021,0.618,-93.0,0.113,1.626,-16.6
21.47,-0.090,-1.018,-76.8,0.020,0.605,-93.1,0.110,1.623,-16.2
21.52,-0.088,-1.027,-77.1,0.019,0.592,-92.9,0.107,1.619,-15.8
21.57,-0.086,-1.035,-77.3,0.018,0.579,-93.0,0.104,1.614,-15.7
21.62,-0.084,-1.041,-77.4,0.016,0.553,-92.9,0.101,1.594,-15.5
21.67,-0.083,-1.047,-77.5,0.015,0.540,-93.0,0.098,1.587,-15.5
21.72,-0.082,-1.051,-77.6,0.014,0.527,-92.9,0.097,1.578,-15.3
21.77,-0.082,-1.054,-77.9,0.013,0.502,-92.0,0.095,1.556,-14.1
21.82,-0.081,-1.056,-78.1,0.013,0.491,-91.7,0.094,1.547,-13.7
21.87,-0.081,-1.059,-78.3,0.013,0.482,-91.2,0.093,1.540,-12.9
21.92,-0.080,-1.063,-78.4,0.013,0.473,-91.1,0.093,1.536,-12.7
21.98,-0.079,-1.067,-78.4,0.013,0.458,-90.7,0.092,1.526,-12.4
22.02,-0.078,-1.072,-78.3,0.013,0.453,-90.7,0.091,1.525,-12.4
22.08,-0.077,-1.078,-78.2,0.013,0.447,-90.7,0.089,1.525,-12.5
22.12,-0.075,-1.083,-77.9,0.013,0.442,-90.6,0.088,1.526,-12.8
22.18,-0.074,-1.089,-77.1,0.013,0.436,-89.9,0.087,1.525,-12.8
22.22,-0.073,-1.094,-76.7,0.012,0.433,-89.2,0.085,1.527,-12.5
22.28,-0.072,-1.100,-76.2,0.011,0.431,-89.3,0.083,1.532,-13.1
22.33,-0.070,-1.106,-76.0,0.011,0.427,-88.9,0.082,1.533,-12.9
22.38,-0.069,-1.112,-75.7,0.012,0.416,-88.8,0.080,1.528,-13.1
22.43,-0.067,-1.119,-75.3,0.012,0.412,-88.7,0.078,1.531,-13.5
22.48,-0.064,-1.128,-75.1,0.012,0.406,-88.7,0.076,1.534,-13.5
22.53,-0.062,-1.138,-75.1,0.011,0.399,-89.2,0.073,1.537,-14.0
22.58,-0.059,-1.148,-75.1,0.012,0.389,-89.5,0.071,1.537,-14.5
22.63,-0.056,-1.159,-75.0,0.012,0.383,-89.7,0.068,1.543,-14.6
22.68,-0.053,-1.172,-75.3,0.011,0.377,-89.7,0.064,1.549,-14.4
22.73,-0.050,-1.184,-75.3,0.011,0.369,-89.6,0.061,1.553,-14.3
22.78,-0.046,-1.196,-75.2,0.011,0.355,-89.7,0.058,1.551,-14.5
22.83,-0.043,-1.208,-75.1,0.011,0.347,-89.7,0.054,1.555,-14.5
22.88,-0.040,-1.221,-75.0,0.011,0.338,-89.7,0.051,1.559,-14.7
22.93,-0.036,-1.234,-74.9,0.011,0.327,-89.7,0.047,1.561,-14.8
22.98,-0.033,-1.248,-74.8,0.010,0.306,-89.4,0.043,1.554,-14.6
23.03,-0.029,-1.261,-74.8,0.010,0.294,-89.4,0.039,1.556,-14.6
23.08,-0.025,-1.275,-74.6,0.010,0.281,-89.1,0.035,1.557,-14.5
23.13,-0.021,-1.290,-74.3,0.010,0.269,-89.0,0.031,1.559,-14.7
23.18,-0.017,-1.304,-74.0,0.010,0.244,-89.1,0.027,1.548,-15.1
23.23,-0.013,-1.317,-73.9,0.010,0.231,-89.2,0.023,1.548,-15.3
23.28,-0.010,-1.330,-74.0,0.010,0.218,-89.2,0.019,1.548,-15.2
23.33,-0.006,-1.343,-74.2,0.010,0.205,-89.6,0.016,1.548,-15.4
23.38,-0.003,-1.355,-74.4,0.010,0.178,-89.5,0.012,1.532,-15.1
23.43,0.001,-1.367,-74.5,0.010,0.163,-89.5,0.009,1.530,-15.0
23.48,0.003,-1.376,-74.5,0.009,0.148,-89.4,0.006,1.524,-14.9
23.54,0.006,-1.387,-74.5,0.009,0.134,-89.6,0.003,1.520,-15.1
23.58,0.009,-1.395,-74.5,0.008,0.106,-89.9,-0.000,1.500,-15.5
23.63,0.011,-1.403,-74.7,0.008,0.092,-89.9,-0.003,1.495,-15.3
23.68,0.013,-1.410,-74.9,0.008,0.078,-90.1,-0.005,1.488,-15.2
23.73,0.014,-1.414,-74.8,0.007,0.065,-90.1,-0.007,1.479,-15.2
23.78,0.014,-1.416,-74.8,0.008,0.040,-89.2,-0.006,1.456,-14.4
23.83,0.014,-1.416,-74.7,0.007,0.028,-89.3,-0.007,1.444,-14.6
23.89,0.014,-1.416,-74.6,0.007,0.018,-89.4,-0.007,1.434,-14.7
23.93,0.015,-1.416,-74.6,0.008,0.009,-89.4,-0.007,1.425,-14.8
23.98,0.015,-1.416,-74.6,0.007,-0.009,-89.6,-0.007,1.407,-15.0
24.03,0.015,-1.416,-74.6,0.007,-0.018,-89.7,-0.007,1.399,-15.1
24.08,0.015,-1.416,-74.6,0.007,-0.025,-89.7,-0.007,1.392,-15.1
24.13,0.015,-1.416,-74.6,0.007,-0.030,-89.8,-0.008,1.386,-15.2
24.19,0.015,-1.416,-74.6,0.007,-0.032,-89.7,-0.008,1.384,-15.1
24.23,0.015,-1.416,-74.6,0.007,-0.032,-89.8,-0.008,1.384,-15.2
24.28,0.015,-1.416,-74.6,0.007,-0.031,-89.9,-0.008,1.386,-15.3
24.33,0.015,-1.416,-74.6,0.007,-0.031,-89.9,-0.008,1.386,-15.3
24.38,0.015,-1.416,-74.6,0.007,-0.031,-89.9,-0.008,1.386,-15.3
24.43,0.015,-1.416,-74.6,0.007,-0.031,-89.9,-0.008,1.386,-15.3
24.48,0.015,-1.416,-74.6,0.007,-0.031,-89.9,-0.008,1.386,-15.3
24.54,0.015,-1.416,-74.6,0.007,-0.031,-89.7,-0.008,1.386,-15.1
24.59,0.015,-1.416,-74.6,0.007,-0.031,-89.9,-0.008,1.386,-15.3
24.64,0.015,-1.416,-74.6,0.007,-0.031,-89.9,-0.008,1.386,-15.3
24.69,0.015,-1.416,-74.6,0.007,-0.031,-89.7,-0.008,1.386,-15.2
24.75,0.015,-1.416,-74.6,0.007,-0.031,-89.7,-0.008,1.386,-15.2
24.78,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
24.83,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
24.88,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
24.96,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.01,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.03,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.09,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.13,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.18,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.27,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.29,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.36,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.38,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.44,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.49,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.54,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.59,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.66,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.69,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.74,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.79,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.84,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.89,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.94,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
25.99,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.04,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.10,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.14,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.19,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.24,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.32,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.35,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.39,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.44,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.49,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.54,0.015,-1.416,-74.6,0.007,-0.031,-89.7,-0.008,1.386,-15.2
26.59,0.015,-1.416,-74.6,0.007,-0.031,-89.7,-0.008,1.386,-15.2
26.66,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.70,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.74,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.79,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.84,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.89,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.94,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
26.99,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
27.04,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
27.10,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
27.16,0.015,-1.416,-74.6,0.007,-0.031,-89.7,-0.008,1.386,-15.2
27.20,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
27.24,0.015,-1.416,-74.6,0.007,-0.031,-89.7,-0.008,1.386,-15.2
27.30,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
27.35,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
27.39,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
27.44,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
27.51,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
27.55,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
27.61,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
27.64,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
27.69,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
27.77,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
27.80,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
27.85,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
27.90,0.015,-1.416,-74.6,0.007,-0.031,-89.8,-0.008,1.386,-15.2
27.94,0.015,-1.416,-74.6,0.007,-0.031,-89.9,-0.008,1.386,-15.3
28.00,0.015,-1.416,-74.6,0.007,-0.031,-89.9,-0.008,1.386,-15.3
28.05,0.015,-1.416,-74.6,0.007,-0.031,-89.9,-0.008,1.386,-15.3
28.10,0.015,-1.416,-74.6,0.007,-0.031,-89.9,-0.008,1.386,-15.3
28.15,0.015,-1.416,-74.6,0.007,-0.031,-89.9,-0.008,1.386,-15.3
28.20,0.015,-1.416,-74.6,0.007,-0.031,-89.9,-0.008,1.386,-15.3
28.25,0.015,-1.416,-74.6,0.007,-0.031,-89.9,-0.008,1.386,-15.3
28.30,0.015,-1.416,-74.6,0.007,-0.031,-89.9,-0.008,1.386,-15.3
