camera_max_position_m,camera_rmse_heading_deg,camera_rmse_position_m,command_saturation_fraction,convergence_time_s,file,k1,k2,k3,ks1,ks2,mean_score,phi1,phi2,rejected_max_error,repeat,result_type,score,score_std,trajectory_closure_error_m,trial,worst_camera_error_m,worst_camera_heading_rmse_deg,worst_trajectory_closure_m
0.11412965537688033,18.96701986885457,0.04281794734816311,0.16294088425235967,21.679657220840454,/home/hoang/Paper1/paper_logs/optuna_tuning/square/20260717_135426_square_BSMC_fusion_optuna_t001_r01.csv,0.8,8.8,6.0,0.15,0.2,,0.5,0.8,,1,run,0.14371661526370164,,0.16353931990376266,1,,,
0.1293530925131873,20.70471829082306,0.04883601899985798,0.1585244267198405,nan,/home/hoang/Paper1/paper_logs/optuna_tuning/square/20260717_135616_square_BSMC_fusion_optuna_t001_r02.csv,0.8,8.8,6.0,0.15,0.2,,0.5,0.8,,2,run,0.2149220603640789,,0.16862008726381292,1,,,
,,,,,,0.8,8.8,6.0,0.15,0.2,0.17931933781389026,0.5,0.8,True,all,candidate,5.129353092513187,0.050349853087883194,,1,0.1293530925131873,20.70471829082306,0.16862008726381292
0.0852890758585117,24.29880205413154,0.03904755437105257,0.18725099601593626,2.0002384185791016,/home/hoang/Paper1/paper_logs/optuna_tuning/square/20260717_135806_square_BSMC_fusion_optuna_t002_r01.csv,0.7494481426168349,11.655000144869414,7.391963650868431,0.17066797483876656,0.20371537836501016,,0.21251358879335708,0.15164632129434907,,1,run,0.12508835268862398,,0.1428534311050448,2,,,
0.16901447113706602,24.393651824872656,0.046347039062270126,0.23019057171514543,12.839556217193604,/home/hoang/Paper1/paper_logs/optuna_tuning/square/20260717_135956_square_BSMC_fusion_optuna_t002_r02.csv,0.7494481426168349,11.655000144869414,7.391963650868431,0.17066797483876656,0.20371537836501016,,0.21251358879335708,0.15164632129434907,,2,run,0.16852595888250152,,0.1621170615724569,2,,,
,,,,,,0.7494481426168349,11.655000144869414,7.391963650868431,0.17066797483876656,0.20371537836501016,0.14680715578556275,0.21251358879335708,0.15164632129434907,True,all,candidate,5.169014471137066,0.03071502589820159,,2,0.16901447113706602,24.393651824872656,0.1621170615724569
0.1575224995085428,24.935563426381933,0.05431994543843739,0.5926680244399185,72.31945967674255,/home/hoang/Paper1/paper_logs/optuna_tuning/square/20260717_140146_square_BSMC_fusion_optuna_t003_r01.csv,1.3394113749299221,9.207805082202462,7.248435466776273,0.027594662338211104,0.8751756280336456,,1.0039578897364934,0.42159344368698326,,1,run,0.27028213438359616,,0.14758877519319363,3,,,
